"TOA5","9810","CR3000","9810","CR3000.Std.32.03","CPU:CPk_BBSF_EC7m_20190519.CR3","56695","TimeSeriesData"
"TIMESTAMP","RECORD","Ux_CSAT3B","Uy_CSAT3B","Uz_CSAT3B","Ts_CSAT3B","rho_c_LI7500","rho_v_LI7500","P_LI7500","DIAG_LI7500"
"TS","RN","m/s","m/s","m/s","C","mg/m^3","g/m^3","kPa","unitless"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-11-19 21:30:00.1",1106229865,2.19775,0.47375,-0.4405,-8.96286,599.071,0.6014888,73.26953,248
"2022-11-19 21:30:00.2",1106229866,2.20525,0.22175,-0.63475,-8.980682,599.424,0.6037015,73.26953,248
"2022-11-19 21:30:00.3",1106229867,2.2945,0.26675,-0.461,-8.917419,599.2584,0.6029729,73.26953,248
"2022-11-19 21:30:00.4",1106229868,1.9055,-0.09425,-0.626,-8.873627,599.0423,0.5982341,73.26953,248
"2022-11-19 21:30:00.5",1106229869,1.95575,0.1555,-0.42525,-8.959595,599.3302,0.6024279,73.32056,248
"2022-11-19 21:30:00.6",1106229870,1.70375,-0.44575,-0.495,-8.893127,599.2964,0.6010492,73.29552,248
"2022-11-19 21:30:00.7",1106229871,1.55325,-0.2505,-0.52625,-9.05368,599.2974,0.6005204,73.29456,248
"2022-11-19 21:30:00.8",1106229872,1.6425,-0.1665,-0.4845,-8.868774,599.3992,0.6006776,73.29456,248
"2022-11-19 21:30:00.9",1106229873,1.71175,0.07825001,-0.354,-8.849335,599.2223,0.5995141,73.29456,248
"2022-11-19 21:30:01",1106229874,1.86225,0.229,-0.16775,-8.849335,599.0378,0.5977497,73.26953,248
"2022-11-19 21:30:01.1",1106229875,1.952,0.20825,-0.17575,-8.857452,598.9463,0.5965365,73.26953,248
"2022-11-19 21:30:01.2",1106229876,1.85175,0.058,-0.265,-8.850952,599.0193,0.5967972,73.26953,248
"2022-11-19 21:30:01.3",1106229877,1.79125,0.2255,-0.00175,-8.846069,599.0762,0.5966272,73.32056,248
"2022-11-19 21:30:01.4",1106229878,1.503,0.02525,0.0715,-8.826599,599.0156,0.596034,73.29456,248
"2022-11-19 21:30:01.5",1106229879,1.4485,-0.09125,-0.04225,-8.794189,599.0928,0.5999793,73.29552,248
"2022-11-19 21:30:01.6",1106229880,1.50125,-0.11,-0.29675,-8.833099,599.2073,0.6006503,73.29456,248
"2022-11-19 21:30:01.7",1106229881,1.50575,-0.18225,-0.2955,-8.893127,599.0591,0.5984012,73.26953,248
"2022-11-19 21:30:01.8",1106229882,1.35675,-0.301,-0.10675,-8.847687,599.1719,0.5981481,73.26953,248
"2022-11-19 21:30:01.9",1106229883,1.19575,-0.353,-0.0155,-8.886597,599.2638,0.5995068,73.29456,248
"2022-11-19 21:30:02",1106229884,1.46475,-0.12725,0.35975,-8.849335,599.1796,0.5988808,73.29552,248
"2022-11-19 21:30:02.1",1106229885,1.6435,-0.07825001,0.417,-8.812012,598.9872,0.5955631,73.26953,248
"2022-11-19 21:30:02.2",1106229886,1.414,-0.1925,0.31425,-8.837952,598.9857,0.5974618,73.26953,248
"2022-11-19 21:30:02.3",1106229887,1.586,-0.16825,0.22525,-8.816864,598.9977,0.5960335,73.26953,248
"2022-11-19 21:30:02.4",1106229888,1.52975,-0.184,0.263,-8.849335,599.0175,0.596742,73.26953,248
"2022-11-19 21:30:02.5",1106229889,1.526,-0.08800001,0.41125,-8.828247,598.9679,0.5963612,73.29456,248
"2022-11-19 21:30:02.6",1106229890,1.476,0.329,0.5617501,-8.889862,599.0854,0.5992433,73.26855,248
"2022-11-19 21:30:02.7",1106229891,1.429,0.07075001,0.5345,-8.852539,599.0285,0.5980843,73.29456,248
"2022-11-19 21:30:02.8",1106229892,1.557,0.08375,0.3355,-8.847687,598.9229,0.5973526,73.26855,248
"2022-11-19 21:30:02.9",1106229893,1.56425,-0.0385,0.35775,-8.862305,598.9039,0.5952083,73.29552,248
"2022-11-19 21:30:03",1106229894,1.722,0.1815,0.40275,-8.829865,599.1703,0.5985892,73.27051,248
"2022-11-19 21:30:03.1",1106229895,1.64725,0.22975,0.456,-8.854156,599.1465,0.597861,73.27051,248
"2022-11-19 21:30:03.2",1106229896,1.629,0.27575,0.46625,-8.875275,599.1271,0.599957,73.27051,248
"2022-11-19 21:30:03.3",1106229897,1.619,0.294,0.49575,-8.844482,599.0719,0.5975441,73.29456,248
"2022-11-19 21:30:03.4",1106229898,1.82175,0.27475,0.459,-8.883362,599.1219,0.5991293,73.29456,248
"2022-11-19 21:30:03.5",1106229899,1.88875,0.13475,0.26925,-8.862305,598.9772,0.5982362,73.29456,248
"2022-11-19 21:30:03.6",1106229900,1.6475,0.1685,0.348,-8.844482,598.8975,0.5982567,73.29456,248
"2022-11-19 21:30:03.7",1106229901,1.5255,0.6165,0.3275,-8.859039,599.1028,0.596581,73.29456,248
"2022-11-19 21:30:03.8",1106229902,1.44125,0.738,0.47525,-8.889862,598.8744,0.5982393,73.29456,248
"2022-11-19 21:30:03.9",1106229903,1.28625,0.71025,0.49875,-8.881744,599.0446,0.5983371,73.26953,248
"2022-11-19 21:30:04",1106229904,1.31775,0.794,0.27475,-8.893127,599.1494,0.5976232,73.26953,248
"2022-11-19 21:30:04.1",1106229905,1.31225,0.79225,0.4415,-8.870392,599.0883,0.5986618,73.26953,248
"2022-11-19 21:30:04.2",1106229906,1.307,0.8455001,0.402,-8.909332,599.0129,0.5983172,73.26953,248
"2022-11-19 21:30:04.3",1106229907,1.43775,0.7235,0.42925,-8.868774,599.0777,0.5982012,73.32151,248
"2022-11-19 21:30:04.4",1106229908,1.4805,0.6752501,0.27425,-8.876892,599.1578,0.5977296,73.29456,248
"2022-11-19 21:30:04.5",1106229909,1.35075,0.70025,0.29025,-8.91095,599.0546,0.5983276,73.29456,248
"2022-11-19 21:30:04.6",1106229910,1.46075,0.594,0.254,-8.91095,599.1265,0.5981985,73.29552,248
"2022-11-19 21:30:04.7",1106229911,1.3895,0.54025,0.1695,-8.870392,599.185,0.5995379,73.29456,248
"2022-11-19 21:30:04.8",1106229912,1.58425,0.52025,0.111,-8.88501,599.058,0.5992824,73.29456,248
"2022-11-19 21:30:04.9",1106229913,1.44875,0.564,-0.008,-8.857452,599.3074,0.6004162,73.29456,248
"2022-11-19 21:30:05",1106229914,1.687,0.6305,0.12975,-8.928772,599.2875,0.5996826,73.29456,248
"2022-11-19 21:30:05.1",1106229915,1.58375,0.7870001,0.16225,-8.97583,599.6591,0.6088399,73.29456,248
"2022-11-19 21:30:05.2",1106229916,1.3195,0.7920001,0.24425,-9.01474,599.688,0.6097354,73.29456,248
"2022-11-19 21:30:05.3",1106229917,1.24675,0.7417501,0.37975,-9.126587,599.9618,0.6134284,73.26953,248
"2022-11-19 21:30:05.4",1106229918,1.171,0.6892501,0.23125,-9.136353,600.6602,0.6237073,73.26953,248
"2022-11-19 21:30:05.5",1106229919,1.2215,0.63425,0.35,-9.110352,600.4706,0.6220188,73.26953,248
"2022-11-19 21:30:05.6",1106229920,1.142,0.555,0.13425,-9.024475,599.925,0.6110429,73.29456,248
"2022-11-19 21:30:05.7",1106229921,1.5475,0.8625,0.1655,-9.244904,600.1702,0.6168011,73.26953,248
"2022-11-19 21:30:05.8",1106229922,1.22725,0.8847501,0.2505,-9.547943,600.4572,0.6189448,73.29552,248
"2022-11-19 21:30:05.9",1106229923,1.22675,0.92875,0.35225,-9.596527,600.2712,0.6233025,73.29456,248
"2022-11-19 21:30:06",1106229924,1.1175,0.7565001,0.4205,-9.499329,599.8958,0.6131672,73.29456,248
"2022-11-19 21:30:06.1",1106229925,1.10675,0.7205001,0.2735,-9.496063,600.3441,0.6224092,73.29456,248
"2022-11-19 21:30:06.2",1106229926,0.9445,0.8857501,0.31875,-9.52359,600.688,0.6269031,73.29456,248
"2022-11-19 21:30:06.3",1106229927,0.9497501,0.87475,0.22,-9.431305,600.6563,0.6285114,73.29456,248
"2022-11-19 21:30:06.4",1106229928,1.14625,0.71975,0.363,-9.360016,600.345,0.6198071,73.29456,248
"2022-11-19 21:30:06.5",1106229929,1.21925,0.83275,0.3535,-9.280579,600.0259,0.6155906,73.29456,248
"2022-11-19 21:30:06.6",1106229930,1.131,0.73425,0.39125,-9.126587,600.546,0.6233896,73.29456,248
"2022-11-19 21:30:06.7",1106229931,1.28175,0.42975,0.4715,-9.077942,600.0706,0.6148226,73.29456,248
"2022-11-19 21:30:06.8",1106229932,1.062,0.4015,0.59075,-9.042297,599.7681,0.6097575,73.29456,248
"2022-11-19 21:30:06.9",1106229933,1.01225,0.6242501,0.60725,-9.173584,600.0442,0.6165362,73.29456,248
"2022-11-19 21:30:07",1106229934,0.80475,0.87225,0.3425,-9.384277,600.2096,0.6206176,73.29456,248
"2022-11-19 21:30:07.1",1106229935,0.73975,0.9845001,0.26625,-9.475006,600.2879,0.6190836,73.29456,248
"2022-11-19 21:30:07.2",1106229936,0.7532501,1.0135,0.17725,-9.381073,600.1317,0.6197389,73.29456,248
"2022-11-19 21:30:07.3",1106229937,0.594,0.85875,0.2645,-9.282196,600.1115,0.6172479,73.29456,248
"2022-11-19 21:30:07.4",1106229938,0.798,0.69375,0.19425,-9.282196,599.8528,0.6143345,73.29456,248
"2022-11-19 21:30:07.5",1106229939,0.83425,0.561,0.544,-9.306519,599.7645,0.6108838,73.29456,248
"2022-11-19 21:30:07.6",1106229940,0.75525,0.7095,0.501,-9.319519,599.7855,0.6122419,73.29456,248
"2022-11-19 21:30:07.7",1106229941,0.716,0.79075,0.413,-9.397247,599.4985,0.6059017,73.29456,248
"2022-11-19 21:30:07.8",1106229942,0.60525,1.1255,0.4195,-9.131439,599.3279,0.6058751,73.29456,248
"2022-11-19 21:30:07.9",1106229943,0.6332501,1.02275,0.55775,-9.136353,599.4294,0.6093052,73.29456,248
"2022-11-19 21:30:08",1106229944,0.78575,1.29925,0.5435,-9.141205,599.2047,0.6069706,73.26855,248
"2022-11-19 21:30:08.1",1106229945,0.89575,1.3215,0.60325,-9.162262,598.9167,0.6042358,73.26953,248
"2022-11-19 21:30:08.2",1106229946,1.039,1.208,0.4445,-9.180115,599.6111,0.6093338,73.26953,248
"2022-11-19 21:30:08.3",1106229947,0.9480001,1.151,0.4285,-9.321075,599.8885,0.6145168,73.26953,248
"2022-11-19 21:30:08.4",1106229948,1.0185,1.033,0.34725,-9.330841,600.0575,0.6218436,73.29456,248
