"TOA5","9810","CR3000","9810","CR3000.Std.32.03","CPU:CPk_BBSF_EC7m_20190519.CR3","56695","TimeSeriesData"
"TIMESTAMP","RECORD","Ux_CSAT3B","Uy_CSAT3B","Uz_CSAT3B","Ts_CSAT3B","rho_c_LI7500","rho_v_LI7500","P_LI7500","DIAG_LI7500"
"TS","RN","m/s","m/s","m/s","C","mg/m^3","g/m^3","kPa","unitless"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-11-19 23:30:00.1",1106301865,1.91425,-0.4425,1.043,-8.532928,598.2343,0.5456344,73.29456,248
"2022-11-19 23:30:00.2",1106301866,1.569,-0.55,1.0255,-8.565369,597.8049,0.5396724,73.24353,248
"2022-11-19 23:30:00.3",1106301867,1.636,-0.1355,0.23625,-8.547546,597.8862,0.537744,73.26953,248
"2022-11-19 23:30:00.4",1106301868,1.2445,0.09825,0.3645,-8.492371,597.9496,0.536889,73.26953,248
"2022-11-19 23:30:00.5",1106301869,1.024,-0.39925,0.13475,-8.536224,597.8655,0.5371292,73.26953,248
"2022-11-19 23:30:00.6",1106301870,1.878,-0.58425,0.52625,-8.516693,597.9969,0.538932,73.26953,248
"2022-11-19 23:30:00.7",1106301871,2.40925,0.03975,0.5885,-8.519958,597.9666,0.5418212,73.26953,248
"2022-11-19 23:30:00.8",1106301872,2.42625,0.12775,0.24825,-8.672485,598.0098,0.5411152,73.26953,248
"2022-11-19 23:30:00.9",1106301873,1.922,0.58225,0.75275,-8.68222,598.0977,0.5434551,73.26953,248
"2022-11-19 23:30:01",1106301874,2.1065,0.93275,0.7640001,-8.729279,598.1414,0.544223,73.26953,248
"2022-11-19 23:30:01.1",1106301875,1.73225,1.02575,0.878,-8.703339,598.2552,0.5418956,73.29456,248
"2022-11-19 23:30:01.2",1106301876,1.77075,1.31,0.5790001,-8.609192,598.3577,0.5430692,73.29359,248
"2022-11-19 23:30:01.3",1106301877,2.13,1.3825,0.36475,-8.667633,598.0768,0.5422366,73.29359,248
"2022-11-19 23:30:01.4",1106301878,1.85275,1.29575,0.18575,-8.714691,597.9823,0.5403606,73.29359,248
"2022-11-19 23:30:01.5",1106301879,1.762,1.345,0.217,-8.675751,598.1035,0.5428609,73.29359,248
"2022-11-19 23:30:01.6",1106301880,1.35425,1.7645,0.59,-8.614044,598.0684,0.5401379,73.29456,248
"2022-11-19 23:30:01.7",1106301881,1.051,1.6155,0.5605,-8.592957,597.7579,0.5402981,73.29456,248
"2022-11-19 23:30:01.8",1106301882,1.01075,1.66475,0.57275,-8.59137,597.7764,0.5383361,73.29456,248
"2022-11-19 23:30:01.9",1106301883,1.02525,1.30875,0.61175,-8.560516,597.966,0.5425714,73.29456,248
"2022-11-19 23:30:02",1106301884,1.13475,1.0895,0.6907501,-8.579987,598.0614,0.5441568,73.32056,248
"2022-11-19 23:30:02.1",1106301885,1.869,1.08475,0.50725,-8.709808,598.1467,0.5441965,73.24353,248
"2022-11-19 23:30:02.2",1106301886,2.24575,1.626,0.49625,-8.753632,598.445,0.5494226,73.29456,248
"2022-11-19 23:30:02.3",1106301887,2.1185,1.558,0.5362501,-8.669281,598.3859,0.5497628,73.29456,248
"2022-11-19 23:30:02.4",1106301888,2.0475,1.21975,0.65375,-8.732544,598.2473,0.5461039,73.29552,248
"2022-11-19 23:30:02.5",1106301889,1.771,0.648,0.4475,-8.745514,598.3169,0.5491188,73.29456,248
"2022-11-19 23:30:02.6",1106301890,1.867,0.7122501,0.21025,-8.683838,598.3487,0.5481206,73.29552,248
"2022-11-19 23:30:02.7",1106301891,1.9485,1.1045,0.0605,-8.664368,598.3102,0.5478907,73.29456,248
"2022-11-19 23:30:02.8",1106301892,1.45225,0.7985001,0.20875,-8.698425,598.188,0.5445925,73.29456,248
"2022-11-19 23:30:02.9",1106301893,1.85925,0.382,-0.02275,-8.740631,598.4527,0.550661,73.29456,248
"2022-11-19 23:30:03",1106301894,1.71125,0.36725,0.12575,-8.807129,598.6548,0.5520493,73.29456,248
"2022-11-19 23:30:03.1",1106301895,1.723,0.00275,0.1445,-8.784424,598.5325,0.551415,73.29456,248
"2022-11-19 23:30:03.2",1106301896,1.9735,0.168,-0.05975,-8.622192,598.6827,0.5517306,73.26855,248
"2022-11-19 23:30:03.3",1106301897,1.807,-0.36025,0.28275,-8.685455,598.5495,0.5490803,73.26953,248
"2022-11-19 23:30:03.4",1106301898,1.36125,-0.65325,0.19825,-8.688721,598.2913,0.5438269,73.29456,248
"2022-11-19 23:30:03.5",1106301899,1.19175,-0.8512501,0.08875,-8.618958,598.0857,0.5419459,73.29456,248
"2022-11-19 23:30:03.6",1106301900,1.56825,0.24025,0.8477501,-8.554047,597.9918,0.5397118,73.29456,248
"2022-11-19 23:30:03.7",1106301901,1.89075,-0.6255,0.382,-8.59787,598.2816,0.5425268,73.29456,248
"2022-11-19 23:30:03.8",1106301902,2.139,0.38375,0.88025,-8.640045,598.2037,0.5437183,73.29456,248
"2022-11-19 23:30:03.9",1106301903,2.25575,-0.115,-0.2565,-8.443665,598.0349,0.5398143,73.29456,248
"2022-11-19 23:30:04",1106301904,3.36575,-0.181,-0.3745,-8.443665,597.7521,0.537886,73.29456,248
"2022-11-19 23:30:04.1",1106301905,2.489,-0.1225,-0.5785,-8.537781,597.8104,0.5359391,73.29456,248
"2022-11-19 23:30:04.2",1106301906,2.2615,-0.4185,-0.1645,-8.523193,597.7888,0.5371397,73.26953,248
"2022-11-19 23:30:04.3",1106301907,2.18175,-0.311,-0.14475,-8.429077,597.7457,0.5358266,73.29359,248
"2022-11-19 23:30:04.4",1106301908,2.40475,-0.32025,0.0015,-8.351135,597.7023,0.5342839,73.24353,248
"2022-11-19 23:30:04.5",1106301909,2.541,-0.154,0.0195,-8.446899,597.6675,0.5305195,73.29456,248
"2022-11-19 23:30:04.6",1106301910,1.62875,-0.37925,-0.08125,-8.459869,597.6613,0.5355534,73.29456,248
"2022-11-19 23:30:04.7",1106301911,1.88675,-0.497,0.3425,-8.4729,597.6492,0.5343399,73.29456,248
"2022-11-19 23:30:04.8",1106301912,2.21675,-0.9305,0.406,-8.502075,597.9042,0.5384601,73.29456,248
"2022-11-19 23:30:04.9",1106301913,2.0045,-0.69875,0.281,-8.615692,597.9852,0.5383602,73.29456,248
"2022-11-19 23:30:05",1106301914,1.9065,-0.6102501,0.2005,-8.380371,598.0925,0.5401144,73.29456,248
"2022-11-19 23:30:05.1",1106301915,2.1475,-0.69125,0.53325,-8.461517,597.8508,0.5348956,73.29456,248
"2022-11-19 23:30:05.2",1106301916,1.74575,-0.851,0.30475,-8.409607,597.7589,0.5363799,73.29359,248
"2022-11-19 23:30:05.3",1106301917,1.67125,-0.454,0.13725,-8.477753,597.7625,0.5342258,73.26953,248
"2022-11-19 23:30:05.4",1106301918,1.1075,-0.2765,-0.07675,-8.518341,597.8388,0.5363527,73.29552,248
"2022-11-19 23:30:05.5",1106301919,1.3475,0.24325,-0.09225,-8.443665,598.1998,0.5428874,73.29552,248
"2022-11-19 23:30:05.6",1106301920,1.1515,0.04075,0.1375,-8.492371,597.9522,0.5413412,73.29456,248
"2022-11-19 23:30:05.7",1106301921,1.56525,0.8175001,0.712,-8.391693,598.0164,0.541369,73.29456,248
"2022-11-19 23:30:05.8",1106301922,2.243,-0.05775,0.629,-8.422577,597.881,0.5449715,73.29456,248
"2022-11-19 23:30:05.9",1106301923,1.801,-0.0025,0.673,-8.440399,597.6572,0.5352999,73.29456,248
"2022-11-19 23:30:06",1106301924,2.18925,-0.00975,0.92875,-8.4729,597.8271,0.5360506,73.29456,248
"2022-11-19 23:30:06.1",1106301925,2.2855,0.07275,0.9670001,-8.487518,597.8022,0.5394979,73.29456,248
"2022-11-19 23:30:06.2",1106301926,2.212,0.21275,1.17375,-8.542694,597.8961,0.538289,73.29552,248
"2022-11-19 23:30:06.3",1106301927,2.22225,0.36875,1.16775,-8.510193,597.8615,0.5387341,73.29456,248
"2022-11-19 23:30:06.4",1106301928,2.69225,0.36725,1.3225,-8.476135,597.7932,0.5400466,73.29456,248
"2022-11-19 23:30:06.5",1106301929,2.06975,0.0285,1.182,-8.456665,597.9901,0.5411,73.29456,248
"2022-11-19 23:30:06.6",1106301930,2.13575,-0.3565,1.3035,-8.571899,597.8478,0.5373483,73.29456,248
"2022-11-19 23:30:06.7",1106301931,2.21925,-0.76875,1.4465,-8.505341,597.8641,0.5403149,73.29456,248
"2022-11-19 23:30:06.8",1106301932,2.10625,-0.07175,1.101,-8.688721,598.015,0.5415502,73.26953,248
"2022-11-19 23:30:06.9",1106301933,1.044,0.661,1.8965,-8.734131,597.9997,0.5433298,73.29456,248
"2022-11-19 23:30:07",1106301934,1.47125,0.1615,1.4205,-8.581635,598.0136,0.5463445,73.29456,248
"2022-11-19 23:30:07.1",1106301935,1.548,0.233,1.517,-8.510193,598.0519,0.5443007,73.29456,248
"2022-11-19 23:30:07.2",1106301936,1.5655,-0.3675,1.3505,-8.614044,598.0894,0.5423855,73.29456,248
"2022-11-19 23:30:07.3",1106301937,1.55475,-0.29775,1.42825,-8.511841,597.7695,0.5424213,73.29456,248
"2022-11-19 23:30:07.4",1106301938,1.48325,-0.2735,1.35675,-8.487518,598.0011,0.5426856,73.29456,248
"2022-11-19 23:30:07.5",1106301939,1.16225,-0.004,1.28225,-8.687103,597.8524,0.5395771,73.29456,248
"2022-11-19 23:30:07.6",1106301940,1.6825,0.18325,1.45625,-8.607574,597.6816,0.5341712,73.29552,248
"2022-11-19 23:30:07.7",1106301941,1.4695,0.09175,1.6425,-8.61731,597.7593,0.5366677,73.29456,248
"2022-11-19 23:30:07.8",1106301942,1.05575,0.3445,1.822,-8.66275,597.8301,0.5380801,73.29552,248
"2022-11-19 23:30:07.9",1106301943,1.749,-0.19475,1.34125,-8.628662,598.1449,0.5452921,73.29456,248
"2022-11-19 23:30:08",1106301944,1.18925,0.01025,1.38575,-8.568634,598.0891,0.5430415,73.26953,248
"2022-11-19 23:30:08.1",1106301945,1.043,-0.15525,1.23675,-8.568634,597.8632,0.5419315,73.27051,248
"2022-11-19 23:30:08.2",1106301946,1.16775,0.1985,1.5555,-8.631927,597.8338,0.5398371,73.26855,248
"2022-11-19 23:30:08.3",1106301947,1.47825,0.5445001,1.439,-8.558868,597.8929,0.5402665,73.29456,248
"2022-11-19 23:30:08.4",1106301948,1.45675,-0.015,1.36275,-8.513458,597.9577,0.5392505,73.29456,248
